Feature ID	Taxon
seq4200	Eukaryota; Vertebrata; Mammalia; none; none; none; none
seq4201	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Massilia; brevitalea
seq4202	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; none
seq4203	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq4204	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Anaeroglobus; geminatus
seq4205	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Eisenbergiella; none
seq4206	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4207	Bacteria; none; none; none; none; none; none
seq4208	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4209	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq4210	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Asticcacaulis; excentricus
seq4211	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; alimentarium
seq4212	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4213	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; none
seq4214	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; none; none
seq4215	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; none; none
seq4216	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Neisseriaceae; Neisseria; none
seq4217	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Eisenbergiella; tayi
seq4218	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq4219	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq4220	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; none
seq4221	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq4222	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-010; none
seq4223	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq4224	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4225	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; none; none
seq4226	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; none
seq4227	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia; none
seq4228	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq4229	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq4230	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Saprospiraceae; none; none
seq4231	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus; none
seq4232	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; none
seq4233	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Moraxella; none
seq4234	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; none
seq4235	Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; none
seq4236	Bacteria; Bacteroidetes; Bacteroidia; none; none; none; none
seq4237	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; none; none
seq4238	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium_1; none
seq4239	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4240	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq4241	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium_1; pseudogenitalium
seq4242	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; none; none; none
seq4243	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq4244	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales_Incertae_Sedis; Nordella; none
seq4245	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4246	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Microscillaceae; OLB12; none
seq4247	Bacteria; Planctomycetes; Planctomycetacia; Gemmatales; Gemmataceae; none; none
seq4248	Bacteria; Verrucomicrobia; Verrucomicrobiae; Opitutales; Opitutaceae; IMCC26134; none
seq4249	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Marmoricola; none
seq4250	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus; niger
seq4251	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4252	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Merdibacter; none
seq4253	Bacteria; Gemmatimonadetes; Longimicrobia; Longimicrobiales; Longimicrobiaceae; none; none
seq4254	Bacteria; none; none; none; none; none; none
seq4255	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Phascolarctobacterium; none
seq4256	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq4257	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Sutterella; none
seq4258	Bacteria; Verrucomicrobia; Verrucomicrobiae; Opitutales; Opitutaceae; Opitutus; none
seq4259	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4260	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; none; none
seq4261	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4262	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; none; none
seq4263	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq4264	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Parasutterella; none
seq4265	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4266	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus_1; none
seq4267	Bacteria; none; none; none; none; none; none
seq4268	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Allisonella; none
seq4269	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; none
seq4270	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium_1; jeikeium
seq4271	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Caproiciproducens; none
seq4272	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; none
seq4273	Eukaryota; none; none; none; none; none; none
seq4274	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq4275	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq4276	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq4277	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Candidatus_Stoquefichus; none
seq4278	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Burkholderia-Caballeronia-Paraburkholderia; none
seq4279	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq4280	Eukaryota; none; none; none; none; none; none
seq4281	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Parasutterella; none
seq4282	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4283	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4284	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4285	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq4286	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq4287	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Altererythrobacter; none
seq4288	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4289	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Fournierella; none
seq4290	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq4291	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Paludibacteraceae; F0058; none
seq4292	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; none
seq4293	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister; none
seq4294	Bacteria; none; none; none; none; none; none
seq4295	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; mutans
seq4296	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Parvimonas; micra
seq4297	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; none
seq4298	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_vadinBB60_group; none; none
seq4299	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Atopostipes; none
seq4300	Bacteria; none; none; none; none; none; none
seq4301	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
seq4302	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq4303	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq4304	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; none; none
seq4305	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerofilum; none
seq4306	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemanella; none
seq4307	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Eggerthella; lenta
seq4308	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4309	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; none; none
seq4310	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq4311	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; none; none
seq4312	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq4313	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4314	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4315	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus; none
seq4316	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; none
seq4317	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
seq4318	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4319	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
seq4320	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq4321	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4322	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq4323	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; SM2D12; none; none
seq4324	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
seq4325	Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; vadinBE97; none; none
seq4326	Bacteria; Tenericutes; Mollicutes; Mollicutes_RF39; none; none; none
seq4327	Bacteria; none; none; none; none; none; none
seq4328	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4329	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; none; none
seq4330	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4331	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4332	Bacteria; Bacteroidetes; Bacteroidia; none; none; none; none
seq4333	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq4334	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4335	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
seq4336	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Merdibacter; none
seq4337	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq4338	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4339	Bacteria; Firmicutes; Bacilli; Bacillales; Family_XI; Gemella; none
seq4340	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4341	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; parvus
seq4342	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq4343	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingopyxis; none
seq4344	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
seq4345	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-014; none
seq4346	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4347	Bacteria; Patescibacteria; ABY1; Candidatus_Falkowbacteria; none; none; none
seq4348	Bacteria; Patescibacteria; ABY1; Candidatus_Magasanikbacteria; none; none; none
seq4349	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_vadinBB60_group; none; none
seq4350	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus; none
seq4351	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq4352	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Harryflintia; none
seq4353	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Coprobacter; none
seq4354	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4355	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq4356	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; none; none
seq4357	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus_3; comes
seq4358	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Cupriavidus; metallidurans
seq4359	Bacteria; Bacteroidetes; Bacteroidia; none; none; none; none
seq4360	Bacteria; Firmicutes; none; none; none; none; none
seq4361	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; none
seq4362	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq4363	Bacteria; none; none; none; none; none; none
seq4364	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; none
seq4365	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq4366	Eukaryota; none; none; none; none; none; none
seq4367	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Anaerococcus; senegalensis
seq4368	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; none; none
seq4369	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
seq4370	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Belnapia; rosea
seq4371	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister; none
seq4372	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; mle1-27; none; none
seq4373	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Sutterella; none
seq4374	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq4375	Bacteria; none; none; none; none; none; none
seq4376	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Paludibacteraceae; Paludibacter; none
seq4377	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; none; none; none
seq4378	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Atopobiaceae; Atopobium; deltae
seq4379	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelotrichaceae_UCG-003; none
seq4380	Bacteria; Chloroflexi; JG30-KF-CM66; none; none; none; none
seq4381	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Family_XIII_AD3011_group; none
seq4382	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq4383	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq4384	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; none; none
seq4385	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Ottowia; none
seq4386	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; none; none
seq4387	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_9; none
seq4388	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Acidovorax; none
seq4389	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq4390	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio_2; none
seq4391	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Family_XIII_AD3011_group; none
seq4392	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; inops
seq4393	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4394	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_NK4A136_group; none
seq4395	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq4396	Bacteria; none; none; none; none; none; none
seq4397	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4398	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq4399	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_6; none
seq4400	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq4401	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq4402	Bacteria; none; none; none; none; none; none
